Generation: 0 	 Population Size: 200 	 Fit Values: 1 	 Variables: 8

1 	 1.745461e+002 	3.400000e+001 	 3.400000e+001 	 3.400000e+001 	 3.400000e+001 	 3.400000e+001 	 3.400000e+001 	 3.400000e+001 	 3.400000e+001 	 
2 	 1.762332e+002 	8.400000e+001 	 1.000000e+000 	 9.200000e+001 	 3.300000e+001 	 4.700000e+001 	 -1.100000e+001 	 6.900000e+001 	 3.300000e+001 	 
3 	 1.765555e+002 	3.300000e+001 	 7.900000e+001 	 3.000000e+001 	 3.000000e+001 	 -1.300000e+001 	 8.700000e+001 	 -9.000000e+000 	 4.500000e+001 	 
4 	 1.776148e+002 	6.700000e+001 	 1.200000e+001 	 7.000000e+001 	 -1.400000e+001 	 -4.800000e+001 	 5.900000e+001 	 2.400000e+001 	 4.000000e+001 	 
5 	 1.776891e+002 	6.000000e+001 	 5.900000e+001 	 8.200000e+001 	 -2.300000e+001 	 4.800000e+001 	 6.200000e+001 	 2.200000e+001 	 7.200000e+001 	 
6 	 1.782084e+002 	2.300000e+001 	 2.300000e+001 	 2.400000e+001 	 1.020000e+002 	 5.700000e+001 	 9.300000e+001 	 8.600000e+001 	 2.000000e+001 	 
7 	 1.785311e+002 	1.060000e+002 	 1.060000e+002 	 -1.000000e+000 	 1.200000e+001 	 -6.000000e+000 	 4.000000e+001 	 1.700000e+001 	 1.500000e+001 	 
8 	 1.787554e+002 	6.000000e+001 	 -4.000000e+001 	 2.600000e+001 	 5.700000e+001 	 2.700000e+001 	 -4.000000e+000 	 5.900000e+001 	 -1.400000e+001 	 
9 	 1.789104e+002 	7.500000e+001 	 -2.200000e+001 	 7.000000e+001 	 4.100000e+001 	 9.700000e+001 	 3.700000e+001 	 2.900000e+001 	 1.900000e+001 	 
10 	 1.791552e+002 	1.120000e+002 	 3.000000e+000 	 5.000000e+001 	 4.100000e+001 	 1.000000e+001 	 7.300000e+001 	 3.400000e+001 	 7.400000e+001 	 
11 	 1.792743e+002 	1.800000e+001 	 7.400000e+001 	 3.400000e+001 	 6.800000e+001 	 4.000000e+001 	 -4.000000e+000 	 7.100000e+001 	 -4.700000e+001 	 
12 	 1.792935e+002 	3.500000e+001 	 4.300000e+001 	 9.300000e+001 	 1.170000e+002 	 1.400000e+001 	 4.700000e+001 	 7.000000e+000 	 -4.000000e+000 	 
13 	 1.793089e+002 	6.100000e+001 	 1.010000e+002 	 4.800000e+001 	 6.000000e+000 	 2.700000e+001 	 5.000000e+001 	 5.400000e+001 	 1.130000e+002 	 
14 	 1.793882e+002 	4.200000e+001 	 1.070000e+002 	 3.200000e+001 	 3.600000e+001 	 -2.100000e+001 	 2.300000e+001 	 1.070000e+002 	 4.700000e+001 	 
15 	 1.794170e+002 	8.400000e+001 	 1.400000e+001 	 6.400000e+001 	 8.600000e+001 	 3.100000e+001 	 6.900000e+001 	 2.400000e+001 	 8.700000e+001 	 
16 	 1.798783e+002 	6.700000e+001 	 1.000000e+001 	 3.500000e+001 	 2.100000e+001 	 8.100000e+001 	 8.300000e+001 	 7.100000e+001 	 7.700000e+001 	 
17 	 1.803134e+002 	-3.300000e+001 	 7.700000e+001 	 3.300000e+001 	 5.600000e+001 	 5.600000e+001 	 3.700000e+001 	 1.010000e+002 	 5.000000e+001 	 
18 	 1.804015e+002 	9.200000e+001 	 -1.100000e+001 	 1.000000e+002 	 5.800000e+001 	 4.600000e+001 	 7.400000e+001 	 3.300000e+001 	 3.800000e+001 	 
19 	 1.804950e+002 	6.500000e+001 	 -3.400000e+001 	 1.300000e+001 	 5.000000e+001 	 1.900000e+001 	 1.240000e+002 	 -8.000000e+000 	 5.400000e+001 	 
20 	 1.806127e+002 	7.900000e+001 	 5.600000e+001 	 4.500000e+001 	 3.700000e+001 	 -5.100000e+001 	 -1.400000e+001 	 7.000000e+001 	 1.000000e+000 	 
21 	 1.808242e+002 	9.000000e+001 	 -4.000000e+000 	 -4.400000e+001 	 7.100000e+001 	 5.700000e+001 	 4.500000e+001 	 5.200000e+001 	 4.400000e+001 	 
22 	 1.808797e+002 	4.400000e+001 	 -1.700000e+001 	 -8.000000e+000 	 2.200000e+001 	 1.700000e+001 	 5.000000e+001 	 6.400000e+001 	 -1.700000e+001 	 
23 	 1.811279e+002 	3.800000e+001 	 -1.600000e+001 	 3.300000e+001 	 -2.200000e+001 	 1.300000e+001 	 2.000000e+001 	 1.120000e+002 	 0.000000e+000 	 
24 	 1.812064e+002 	-9.000000e+000 	 -4.000000e+001 	 4.200000e+001 	 4.100000e+001 	 -8.000000e+000 	 1.090000e+002 	 4.300000e+001 	 3.700000e+001 	 
25 	 1.812969e+002 	-4.500000e+001 	 7.000000e+001 	 2.000000e+001 	 -2.000000e+001 	 -1.300000e+001 	 5.900000e+001 	 5.200000e+001 	 6.600000e+001 	 
26 	 1.813070e+002 	8.900000e+001 	 0.000000e+000 	 8.000000e+000 	 8.600000e+001 	 4.300000e+001 	 6.800000e+001 	 3.700000e+001 	 -3.000000e+001 	 
27 	 1.813517e+002 	3.500000e+001 	 7.200000e+001 	 -1.700000e+001 	 2.800000e+001 	 1.090000e+002 	 7.600000e+001 	 0.000000e+000 	 5.000000e+001 	 
28 	 1.815653e+002 	4.100000e+001 	 4.500000e+001 	 6.500000e+001 	 -4.800000e+001 	 -5.100000e+001 	 7.000000e+001 	 4.000000e+001 	 3.700000e+001 	 
29 	 1.818847e+002 	9.300000e+001 	 2.700000e+001 	 -3.900000e+001 	 4.800000e+001 	 5.100000e+001 	 3.300000e+001 	 7.200000e+001 	 9.500000e+001 	 
30 	 1.819774e+002 	6.800000e+001 	 -5.300000e+001 	 -2.600000e+001 	 4.300000e+001 	 5.700000e+001 	 5.600000e+001 	 7.300000e+001 	 2.800000e+001 	 
31 	 1.821041e+002 	3.000000e+001 	 2.900000e+001 	 6.600000e+001 	 -2.500000e+001 	 -4.800000e+001 	 3.600000e+001 	 1.900000e+001 	 -1.700000e+001 	 
32 	 1.822136e+002 	-3.900000e+001 	 5.700000e+001 	 1.090000e+002 	 7.000000e+000 	 4.300000e+001 	 -1.600000e+001 	 2.600000e+001 	 5.400000e+001 	 
33 	 1.822526e+002 	-5.000000e+001 	 -2.000000e+000 	 3.100000e+001 	 9.900000e+001 	 8.200000e+001 	 0.000000e+000 	 3.500000e+001 	 1.300000e+001 	 
34 	 1.823291e+002 	2.600000e+001 	 -4.100000e+001 	 -2.400000e+001 	 4.800000e+001 	 6.700000e+001 	 3.900000e+001 	 2.600000e+001 	 -3.500000e+001 	 
35 	 1.823599e+002 	3.100000e+001 	 -4.600000e+001 	 -2.500000e+001 	 -7.000000e+000 	 6.900000e+001 	 6.900000e+001 	 4.500000e+001 	 7.100000e+001 	 
